"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 12 15:49:49 MSK 2022","Thu May 12 15:49:49 MSK 2022","240","","tests.properties.SystemPropertiesTests","","tests.properties.SystemPropertiesTests","someTest5","someTest5()",""
